index,Country,NDC Section,NDC Sub-Section,NDC Targets,NDC Target Text,index,NCS Action Category,Mitigation and/or adaptation,Ecosystem Type(s),NCS Actions and related keywords,generated_sample,count,0.057704502,,,,
81,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Action 2.a.2,Establish   a   financing   facility   for   CSA   investments   through   local   financial institutions,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Action 2.a.2
82,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Action 2.a.3,"Improve  both  crop  and  livestock  husbandry  practices,  increase  access  to drought tolerant crops and livestock breeds through partnerships with research institutions",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Action 2.a.3
83,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Action 2.a.4,"Adopt better soil and water management practices, including the use of biochar and improved (solar-powered) irrigation systems",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Action 2.a.4
84,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Description 5,"These actions are presented conditional on 1) technical assistance and capacity building to develop financing
vehicles for CSA investments and 2) financial support for research collaborations.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Description 5
85,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Target 2.b,Develop and implement an enhanced early warning system for drought and extreme weather events to support farmers in planning for and responding to the impacts of climate change by 2025,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Target 2.b
86,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Action 2.b.1,Expand on the Belize Agriculture Information System to reach a broad awareness amongst relevant populations of hazards and best practices,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Action 2.b.1
87,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Action 2.b.2,Explore crop and commodity insurance schemes and pilot insurance product including education and awareness raising campaign by 2024,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Action 2.b.2
88,Belize,Adaptation Targets and Actions (7),Agriculture (7.2.2),Description 6,"These actions are presented conditional on 1) technical assistance and capacity building to develop EWS and
insurance schemes and 2) financial support to pilot crop and commodity insurance scheme.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Agriculture (7.2.2) Description 6
89,Belize,Adaptation Targets and Actions (7),Fisheries and aquaculture (7.2.3),Target 3,"Build capacity in fisheries and aquaculture sector through research, diversification and retraining to support livelihoods while protecting coastal ecosystems",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Fisheries and aquaculture (7.2.3) Target 3
90,Belize,Adaptation Targets and Actions (7),Fisheries and aquaculture (7.2.3),Action 3.1,Build national capacity to gather climate data to inform management. Develop and implement mangrove and fisheries conservation and management plans including the 20% of territorial waters included in Marine Protected Areas and strive to include 10% of territorial waters in marine replenishment zones,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Fisheries and aquaculture (7.2.3) Action 3.1
91,Belize,Adaptation Targets and Actions (7),Fisheries and aquaculture (7.2.3),Action 3.2,"Encourage the development of the sector through value adding and diversification in fish species through research partnerships, private sector engagement, pilot programmes and extension support services",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Fisheries and aquaculture (7.2.3) Action 3.2
92,Belize,Adaptation Targets and Actions (7),Fisheries and aquaculture (7.2.3),Action 3.3,Implement and enforce 2020 Fisheries Act and 2018 Forests (Protection of Mangroves) Regulations. Develop and adopt fisheries regulations to complement the 2020 Fisheries Act.,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Fisheries and aquaculture (7.2.3) Action 3.3
93,Belize,Adaptation Targets and Actions (7),Fisheries and aquaculture (7.2.3),Action 3.4,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Fisheries and aquaculture (7.2.3) Action 3.4
94,Belize,Adaptation Targets and Actions (7),Fisheries and aquaculture (7.2.3),Description 7,"These actions are presented as conditional on 1) technical assistance to develop alternative livelihoods
programme and 2) financial support to develop pilot and demonstration programmes and retrain fishers and
farmers impacted by conservation measures.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Fisheries and aquaculture (7.2.3) Description 7
95,Belize,Adaptation Targets and Actions (7),Human health (4),Target 4,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Human health (4) Target 4
96,Belize,Adaptation Targets and Actions (7),Human health (4),Action 4.1,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Human health (4) Action 4.1
97,Belize,Adaptation Targets and Actions (7),Human health (4),Action 4.2,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Human health (4) Action 4.2
98,Belize,Adaptation Targets and Actions (7),Human health (4),Action 4.3,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Human health (4) Action 4.3
99,Belize,Adaptation Targets and Actions (7),Human health (4),Action 4.4,Facilitate investment in health infrastructure based on findings of sector vulnerability assessment,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Human health (4) Action 4.4
100,Belize,Adaptation Targets and Actions (7),Human health (4),Action 4.5,Develop education awareness programme to educate population on adaptation measures as it relates to family health and hygiene,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Human health (4) Action 4.5
101,Belize,Adaptation Targets and Actions (7),Human health (4),Description 8,"These actions are presented as conditional on 1) technical assistance to deliver sector vulnerability assessment
and 2) financial support to establish research partnerships and implement recommendations from
vulnerability assessment.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Human health (4) Description 8
102,Belize,Adaptation Targets and Actions (7),Tourism (5),Target 5,Increase the adaptive capacity of tourism sector through the development of climate resilient planning frameworks and infrastructure,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Target 5
103,Belize,Adaptation Targets and Actions (7),Tourism (5),Action 5.1,Identify and assess coastal tourism areas that are vulnerable to climate change. Assess carrying capacity of sites that are identified as vulnerable.,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Action 5.1
104,Belize,Adaptation Targets and Actions (7),Tourism (5),Action 5.2,Update the National Tourism Master Plan to reflect adaptation strategies in the sector by 2023,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Action 5.2
105,Belize,Adaptation Targets and Actions (7),Tourism (5),Action 5.3,"Develop area-specific adaptation strategies that provide guidance on adapting to  impacts  of  climate  change,  paying  keen  attention  to  local  and  indigenous communities",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Action 5.3
106,Belize,Adaptation Targets and Actions (7),Tourism (5),Action 5.4,"Provide support to coastal planners and policy makers in selecting appropriate policies and adaptation strategies that meet climate adaptation, developmental and environmental goals, taking into account the most vulnerable stakeholders, and linkages to the Integrated Coastal Zone Management Plan",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Action 5.4
107,Belize,Adaptation Targets and Actions (7),Tourism (5),Action 5.5,"Install appropriate infrastructure in local destinations for adaptation to climate change  including  specific  infrastructure  related  to  roads,  bathroom  facilities, buoys, renovation of docks and wayfinding",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Action 5.5
108,Belize,Adaptation Targets and Actions (7),Tourism (5),Action 5.6,Promote local practices in tourism industry that support climate resilience and adaptation,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Action 5.6
109,Belize,Adaptation Targets and Actions (7),Tourism (5),Description 9,"These actions are presented as conditional based on support for 1) technical assistance to identify
vulnerabilities and adaptation strategies and 2) financial support for infrastructure to assist the sector in
responding to the impacts of climate change. Some of this is currently being provided through the Sustainable
Tourism Programme II, delivered by the Ministry of Tourism and Diaspora Relations with the support of the
Inter-American Development Bank.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Tourism (5) Description 9
110,Belize,Adaptation Targets and Actions (7),Forestry and biodiversity (6),Target 6,Implement protection targets of the National Biodiversity Strategy Action Plan including increased effectiveness of the National Protected Areas System by 2024,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Forestry and biodiversity (6) Target 6
111,Belize,Adaptation Targets and Actions (7),Forestry and biodiversity (6),Action 6.1,Implement a biosafety policy that safeguards against large-scale loss of biological integrity,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Forestry and biodiversity (6) Action 6.1
112,Belize,Adaptation Targets and Actions (7),Forestry and biodiversity (6),Action 6.2,"Broaden the analysis of the vulnerability of ecosystems species and local communities in or near Protected Areas to understand the risks and impacts of climate change on resources, and mitigate these impacts through national adaptation strategies",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Forestry and biodiversity (6) Action 6.2
113,Belize,Adaptation Targets and Actions (7),Forestry and biodiversity (6),Action 6.3,"Implement monitoring and evaluation of NBSAP and its targets, and maintain up-to-date data base on natural resources and environmental services to inform policy decisions across government",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Forestry and biodiversity (6) Action 6.3
114,Belize,Adaptation Targets and Actions (7),Forestry and biodiversity (6),Description 10,"These actions are presented as conditional based on support for technical assistance to develop policies and
monitoring systems.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Forestry and biodiversity (6) Description 10
115,Belize,Adaptation Targets and Actions (7),"Land use, human settlements and infrastructure (7)",Target 7,Protect communities from damage caused by flooding and sea level rise through implementation of the Land Use Policy and supporting green and grey infrastructure,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,"Adaptation Targets and Actions (7) Land use, human settlements and infrastructure (7) Target 7"
116,Belize,Adaptation Targets and Actions (7),"Land use, human settlements and infrastructure (7)",Action 7.1,"Broaden the analysis of the vulnerability of ecosystems to the effects of climate change to protect potential climate refugees, through a comprehensive assessment of human settlements and related infrastructure at risk from the effects of climate change",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,"Adaptation Targets and Actions (7) Land use, human settlements and infrastructure (7) Action 7.1"
117,Belize,Adaptation Targets and Actions (7),"Land use, human settlements and infrastructure (7)",Action 7.2,"Implement Land Use Policy and Policy Framework to incorporate responsible and climate-sensitive (and water-sensitive) development and land use. In implementation, promote and enhance land stewardship practices underway in local and indigenous communities",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,"Adaptation Targets and Actions (7) Land use, human settlements and infrastructure (7) Action 7.2"
118,Belize,Adaptation Targets and Actions (7),"Land use, human settlements and infrastructure (7)",Action 7.3,Develop and implement a climate change adaptation strategy/plan for the most vulnerable local and indigenous coastal communities,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,"Adaptation Targets and Actions (7) Land use, human settlements and infrastructure (7) Action 7.3"
119,Belize,Adaptation Targets and Actions (7),"Land use, human settlements and infrastructure (7)",Description 11,"The actions are presented as conditional based on support for technical assistance to develop a loss and
damage data hub.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,"Adaptation Targets and Actions (7) Land use, human settlements and infrastructure (7) Description 11"
120,Belize,Adaptation Targets and Actions (7),Water resources (8),Target 8,Enhance the protection of water catchment (including groundwater resources) areas and make improvements to the management and maintenance of existing water supply systems through implementation of the National Water Sector Adaptation Strategy and Action Plan,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Water resources (8) Target 8
121,Belize,Adaptation Targets and Actions (7),Water resources (8),Action 8.1,Design and implement groundwater hydrological monitoring network to inform drought monitoring activity,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Water resources (8) Action 8.1
122,Belize,Adaptation Targets and Actions (7),Water resources (8),Action 8.2,Develop flood controls and drought monitoring (including both meteorological and hydrological drought) including an early warning system for flooding,0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Water resources (8) Action 8.2
123,Belize,Adaptation Targets and Actions (7),Water resources (8),Action 8.3,"Design and implement an integrated water resources management (IWRM) program in watersheds to reduce the impacts of climate change, including the establishment of an IWRM agency",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Water resources (8) Action 8.3
124,Belize,Adaptation Targets and Actions (7),Water resources (8),Action 8.4,"Establish a national water quality monitoring program, coordinated by a national water quality task group and including monitoring activities for national coastal and ground water areas",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Water resources (8) Action 8.4
125,Belize,Adaptation Targets and Actions (7),Water resources (8),Description 12,"These actions are presented as unconditional as they are currently implemented under the National Water
Sector Adaptation Strategy and Action Plan.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Water resources (8) Description 12
126,Belize,Adaptation Targets and Actions (7),Costs of adaptation actions (7.2.9),Description 13,"The targets and actions included above are estimated to cost a total of USD$ 318 million between 2021 and
2030. Recognizing funding that is already committed, the funding gap to deliver these actions is estimated at
USD$ 146 million.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Adaptation Targets and Actions (7) Costs of adaptation actions (7.2.9) Description 13
127,Belize,Implementation measures (8),Institutional arrangement (8.1),Description 1,"The implementation of the targets and actions covered by this NDC will be coordinated by the Belize National Climate Change Office (NCCO), through advice and guidance provided by the Belize National Climate Change Committee (BNCCC). Relevant ministries and stakeholders are represented on the BNCCC.
In terms of proposals and coordination of financial resources, the NCCO will coordinate financing activities, with advice from the BNCCC Climate Finance Working Group. Recognising the importance of climate finance aspects, the Climate Finance Working Group has been established under the BNCCC to provide guidance to the national efforts to access, manage and effectively use climate finance.
Belize Protected Areas Conservation Trust (PACT) is the National Implementing Entity (NIE) for the Adaptation Fund and the first national accredited entity for GCF which has increased the national capacity to access climate finance.
The Economic Development Council (EDC) of Belize has been established is promoting Public-Private- Partnerships (PPPs) which has mobilized over USD$ 200 million in energy sector investment.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Implementation measures (8) Institutional arrangement (8.1) Description 1
128,Belize,Implementation measures (8),Institutional arrangement (8.1),Implementing the NDC (8.1.1),"An NDC Implementation Plan will be developed to set out annual targets, funding requirements and responsible parties for activities required to deliver the actions and targets included in the NDC. The implementation plan will be prepared through the CAEP process and include specific activity-level measures from 2021-2025.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Implementation measures (8) Institutional arrangement (8.1) Implementing the NDC (8.1.1)
129,Belize,Implementation measures (8),Tracking progress against NDC targets (8.2),Description 2,"In coordination with the NDC Implementation Plan, a series of evaluation systems will be put in place to monitor annual progress against targets and actions for both mitigation and adaptation.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Implementation measures (8) Tracking progress against NDC targets (8.2) Description 2
130,Belize,Implementation measures (8),Tracking progress against NDC targets (8.2),NDC Monitoring System (8.2.1),"The Initiative for Climate Action Transparency (ICAT) is currently developing an MRV system to track the impacts and progress of climate change action, which includes the NDC. This system will coordinate measurement, reporting and verification (MRV) metrics for mitigation actions and targets as well as monitoring and evaluation (M & E) of adaptation actions. The National Climate Change Office will be responsible for monitoring and reporting annual progress against NDC targets and actions.",0,Manage,adaptation,Marine and coastal zones,"Management of marine, fisheries and coastal zones: coastal zone risk retention - soft structure, coastal zone risk retention - hard structure, coastal environment monitoring and risk assessment / prediction, disease management of marine resources, marine production promotion, marine ecosystem service management, marine fisheries and coastal zones education and consulting",No.,0,,,,N,Implementation measures (8) Tracking progress against NDC targets (8.2) NDC Monitoring System (8.2.1)
