index,Country,Target Text,Target Name,Document,Doc,Convention,Source,Target Textt,index,Theme,Text,Textt,generated_sample
10,Namibia,"By 2016, threatened and vulnerable species lists are updated and measures MET implemented by 2019 to improve their conservation status",Target 11,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2016, threatened and vulnerable species lists are updated and measures Ministry of Environment and Tourism implemented by 2019 to improve their conservation status",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
11,Namibia,"By 2020, genetic diversity of cultivated plants and farmed animals is maintained MAWF and enhanced",Target 12 ,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2020, genetic diversity of cultivated plants and farmed animals is maintained Ministry of Agriculture, Water and Forestry and enhanced",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
12,Namibia,"By 2022, ecosystems that provide essential services and contribute to health, MAWF / livelihoods and well-being are safeguarded, and restoration programmes have MME / been initiated for degraded ecosystems covering at least 15 per cent of the MET priority areas ",Target 13,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2022, ecosystems that provide essential services and contribute to health, Ministry of Agriculture, Water and Forestry / livelihoods and well-being are safeguarded, and restoration programmes have Ministry of Mines and Energy / been initiated for degraded ecosystems covering at least 15 per cent of the Ministry of Environment and Tourism priority areas ",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","1 - Protection, management, and restoration of marine and coastal zones"
13,Namibia,"By 2015, national legislation giving effect to the Nagoya Protocol is in force and MET by 2018 fully operational to ensure that benefits are fair and equitably shared from the conservation and sustainable use of biodiversity",Target 14,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2015, national legislation giving effect to the Access and Benefit Sharing is in force and Ministry of Environment and Tourism by 2018 fully operational to ensure that benefits are fair and equitably shared from the conservation and sustainable use of biodiversity",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
14,Namibia,"By 2020, traditional knowledge and the innovations and practices of indigenous MRLGHRD and local communities relevant to the conservation and sustainable use of biodiversity are recognised, respected and promoted ",Target 15,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2020, traditional knowledge and the innovations and practices of indigenous Ministry of Regional and Local Government, Housing and Rural Development and local communities relevant to the conservation and sustainable use of biodiversity are recognised, respected and promoted ",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
15,Namibia,"By 2022, knowledge, science base and technologies relating to biodiversity and MET / ecosystem management are improved and made relevant to political MYNSSC / decision-makers",Target 16,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2022, knowledge, science base and technologies relating to biodiversity and Ministry of Environment and Tourism / ecosystem management are improved and made relevant to political Ministry of Youth, National Service, Sport and Culture / decision-makers",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
16,Namibia,"By 2022, mobilization of financial resources from all sources has been MET / increased compared to the period 2008-2012 to allow for the effective NPC / implementation of this strategy and action plan",Target 17,NBSAP 2,NBSAP,Nature,https://www.cbd.int/doc/world/na/na-nbsap-v2-en.pdf,"By 2022, mobilization of financial resources from all sources has been Ministry of Environment and Tourism / increased compared to the period 2008-2012 to allow for the effective National Planning Commissino / implementation of this strategy and action plan",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
17,Namibia, Sustainable land management,Measure 1,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf, Sustainable land management,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
18,Namibia,Management of State Protected Areas,Measure 2,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf,Management of State Protected Areas,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","1 - Protection, management, and restoration of marine and coastal zones"
19,Namibia, Environmental Management,Measure 3,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf, Environmental Management,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","1 - Protection, management, and restoration of marine and coastal zones"
20,Namibia, Fire management plans,Measure 4,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf, Fire management plans,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
21,Namibia,Green spaces and urban corridors,Measure 5,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf,Green spaces and urban corridors,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
22,Namibia," Adaptive management of fragile natural habitats (Karoo, Wetlands and Desert)",Measure 6,NDC,NDC,Climate,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf," Adaptive management of fragile natural habitats (Karoo, Wetlands and Desert)",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
23,Namibia,"Expansion of solar and wind capacity to over 3,200 MW by 2050.",Energy Sector Transformation 1,LT-LEDS,LT-LEDS,Climate,,"Expansion of solar and wind capacity to over 3,200 MW by 2050.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
