index,Country,Target Text,Target Name,Document,Source,Convention,Tipo de Meta,Sector,Doc,Type,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
10,Panama,"Al 2030, al menos 1700 MW de la capacidad instalada del país provendrá de generación distribuida a través de energías renovables. 1. Al 2027, se alcanzará una capacidad instalada de 950 MW de la capacidad instalada del país provendrá de generación distribuida a través de energías renovables.",Meta 1.11,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Energía,CDN,Metas de las CDN,"By 2030, at least 1700 Megawatt of the country's installed capacity will come from distributed generation through renewable energies. 1. By 2027, an installed capacity of 950 Megawatt of the country's installed capacity will come from distributed generation through renewable energies.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
11,Panama,"Al 2030, se alcanzará una reducción del consumo final de electricidad en un 15 % con respecto al escenario de Referencia o BAU del PEN 2015-2050. 1. Al 2027, se alcanzará una reducción del consumo final de electricidad en un 11% con respecto al escenario de Referencia o BAU del PEN 2015 - 2050.",Meta 1.12,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Energía,CDN,Metas de las CDN,"By 2030, a 15% reduction in final electricity consumption will be achieved compared to the Reference or Business as Usual scenario of the National Strategic Plan with a State Vision 2015-2050. By 2027, an 11% reduction in final electricity consumption will be achieved compared to the Reference or Business as Usual scenario of the National Strategic Plan with a State Vision 2015-2050.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
12,Panama,"Al 2030, se alcanzará una reducción del consumo final de combustibles en un 3 % con respecto al 2015. 1. Al 2027, se alcanzará una reducción del consumo final de combustibles en un 2% con respecto al 2015.",Meta 1.13,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Energía,CDN,Metas de las CDN,"By 2030, a 3% reduction in final fuel consumption compared to 2015 will be achieved. 1. By 2027, a 2% reduction in final fuel consumption compared to 2015 will be achieved.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
13,Panama,"Al 2030, se incorporará al menos una capacidad de almacenamiento en energía en el sistema eléctrico interconectado nacional del 5% de la demanda total prevista. 1. Al 2027, se incorporará al menos una capacidad de almacenamiento en energía en el Sistema Eléctrico Interconectado Nacional del 3.5% de la demanda total prevista.",Meta 1.14,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Energía,CDN,Metas de las CDN,"By 2030, at least one energy storage capacity will be incorporated into the national interconnected electrical system, representing 5% of the total projected demand. By 2027, at least one energy storage capacity will be incorporated into the National Interconnected Electrical System, representing 3.5% of the total projected demand.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
14,Panama,"Al 2030, se alcanzará una participación activa de la demanda, superior al 30% del consumo de energía total. 1. Al 2027, se alcanzará una participación activa de la demanda, superior al 20% del consumo de energía total.",Meta 1.15,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Energía,CDN,Metas de las CDN,"By 2030, there will be an active demand participation of over 30% of total energy consumption. 1. By 2027, there will be an active demand participation of over 20% of total energy consumption.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
15,Panama,"Al 2030, se fomentará que el aporte de generación de renovables no convencionales, provenientes de centrales de generación conectadas al SIN y de generación distribuida (incluyendo prosumidores), sea superior al 20% del consumo de energía. 1. Al 2027, se fomentará que el aporte de generación de renovables no convencionales, provenientes de centrales de generación conectadas al SIN y de generación distribuida (incluyendo prosumidores), sea superior al 15% del consumo de energía.",Meta 1.16,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Energía,CDN,Metas de las CDN,"By 2030, the contribution of unconventional renewable generation, from power plants connected to the National Interconnected System (SIN) and distributed generation (including prosumers), will be encouraged to exceed 20% of energy consumption. 1. By 2027, the contribution of unconventional renewable generation, from power plants connected to the SIN and distributed generation (including prosumers), will be encouraged to exceed 15% of energy consumption.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
16,Panama,"Al 2030, se producirá 500,000.00 toneladas de H2V y/o derivados localmente.",Meta 1.17,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Energía,CDN,Metas de las CDN,"By 2030, 500,000.00 tons of Green hygrogen and/or derivatives will be produced locally.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
17,Panama,"Panamá se compromete a la restauración forestal de 50,000 hectáreas a nivel nacional, que contribuirán a la absorción de carbono de aproximadamente 2.6 millones de toneladas de CO2eq al año 2050.",Meta 2.1,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Bosques,CDN,Metas de las CDN,"the country is committed to forest restoration of 50,000 hectares at the national level, which will contribute to the carbon absorption of approximately 2.6 million tons of CO2eq by the year 2050.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
18,Panama,"A 2025, Panamá se compromete a desarrollar e iniciar la implementación de la Estrategia Nacional REDD+.",Meta 2.2,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Bosques,CDN,Metas de las CDN,"By 2025, the country commits to developing and starting the implementation of the National Reducing Emissions from Deforestation and Forest Degradation+ Strategy.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
19,Panama,"Al 2028, Panamá contará con un Plan de Adaptación del sector Bosques (UTCUTS) con co-beneficio de mitigación.",Meta 2.3,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Bosques,CDN,Metas de las CDN,"By 2028, the country will have a Forest Sector Adaptation Plan (Land Use, Land Use Change and Forestry) with Carbon monoxide-benefits for mitigation.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
20,Panama,"Al 2025, se habrá implementado el Sistema de Monitoreo de Restauración Forestal (SMR) a nivel nacional.",Meta 2.4,Segunda Contribución Determinada a Nivel Nacional ,https://sinia.gob.pa/segunda-contribucion-determinada-a-nivel-nacional-cdn2/,Clima,No-GEI,Bosques,CDN,Metas de las CDN,"By 2025, the Forest Restoration Monitoring System (FRMS) will have been implemented at the national level.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland, seagrass, coral reef and mangrove restoration, and sustainable fishery.",0
